B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 406.72             7698.1              7311.699            7241.857            7255.337            7259.978            7257.913            7264.042            386.4014 
 406.62             7697.98             7313.608            7241.554            7255.393            7260.207            7258.126            7264.545            384.3721 
 406.52             7588.77             7315.624            7241.251            7255.462            7260.458            7258.364            7265.092            273.146 
 406.42             7890.76             7317.827            7241.021            7255.62             7260.808            7258.701            7265.76             572.9331 
 406.32             7839.24             7319.952            7240.589            7255.592            7260.984            7258.866            7266.278            519.2881 
 406.22             7709.53             7322.242            7240.192            7255.616            7261.222            7259.096            7266.885            387.2881 
 406.12             7698.53             7324.758            7239.881            7255.743            7261.576            7259.444            7267.637            373.772 
 406.02             8009.32             7327.429            7239.576            7255.896            7261.969            7259.834            7268.459            681.8906 
 405.92             7758.35             7330.056            7239.065            7255.863            7262.189            7260.056            7269.144            428.2944 
 405.82             7663.69             7333.021            7238.721            7256.017            7262.612            7260.483            7270.07             330.6689 
 405.72             7784.65             7336.234            7238.439            7256.256            7263.137            7261.017            7271.14             448.416 
 405.62             7537.09             7339.566            7238.076            7256.439            7263.622            7261.517            7272.217            197.5234 
 405.52             7815.83             7343.278            7237.878            7256.811            7264.316            7262.231            7273.554            472.5518 
 405.42             7577.82             7347.036            7237.494            7257.024            7264.872            7262.813            7274.81             230.7837 
 405.32             7320.53             7351.205            7237.269            7257.425            7265.636            7263.612            7276.337           -30.6748 
 405.22             7383.85             7355.816            7237.213            7258.026            7266.626            7264.646            7278.159            28.03418 
 405.12             7716.41             7360.68             7237.116            7258.617            7267.632            7265.705            7280.075            355.73 
 405.02             7328.63             7365.646            7236.798            7259.022            7268.48             7266.617            7281.919           -37.01563 
 404.92             7264.91             7371.216            7236.737            7259.721            7269.654            7267.867            7284.185           -106.3062 
 404.82             7592.2              7377.215            7236.718            7260.502            7270.943            7269.249            7286.676            214.9854 
 404.72             7470.56             7383.416            7236.482            7261.109            7272.094            7270.508            7289.152            87.14453 
 404.62             7346.47             7390.158            7236.327            7261.841            7273.411            7271.953            7291.935           -43.68799 
 404.52             7258.27             7397.492            7236.254            7262.704            7274.903            7273.595            7295.052           -139.2217 
 404.42             7485.83             7405.445            7236.239            7263.677            7276.554            7275.421            7298.511            80.38477 
 404.32             7416.35             7413.877            7236.074            7264.555            7278.165            7277.235            7302.144            2.473145 
 404.22             7308.85             7423.056            7235.954            7265.54             7279.94             7279.248            7306.19            -114.2056 
 404.12             7555.64             7433.092            7235.906            7266.661            7281.917            7281.5              7310.731            122.5479 
 404.02             7631.44             7443.853            7235.693            7267.688            7283.872            7283.776            7315.597            187.5869 
 403.92             7595.93             7455.567            7235.431            7268.741            7285.931            7286.208            7320.979            140.3633 
 403.82             7459.41             7468.456            7235.191            7269.899            7288.186            7288.894            7327.051           -9.045898 
 403.72             7485.27             7482.75             7235.043            7271.238            7290.72             7291.929            7333.992            2.52002 
 403.62             7510.87             7498.534            7234.877            7272.656            7293.444            7295.235            7341.83             12.33643 
 403.52             7516.25             7516.035            7234.693            7274.161            7296.379            7298.847            7350.728            0.2148438 
 403.42             7497.44             7535.525            7234.507            7275.778            7299.564            7302.82             7360.883           -38.08496 
 403.32             7584.09             7557.333            7234.332            7277.533            7303.044            7307.218            7372.534            26.75635 
 403.22             7508.16             7581.732            7234.1              7279.367            7306.781            7312.028            7385.856           -73.57178 
 403.12             7725.66             7609.217            7233.918            7281.402            7310.919            7317.42             7401.23             116.4434 
 403.02             7673.47             7640.028            7233.592            7283.458            7315.304            7323.278            7418.764            33.44189 
 402.92             7684.15             7674.813            7233.3              7285.728            7320.164            7329.869            7438.951            9.337402 
 402.82             8210.62             7714.072            7233.001            7288.193            7325.516            7337.264            7462.102            496.5483 
 402.72             7755.35             7758.01             7232.352            7290.529            7331.08             7345.248            7488.209           -2.660156 
 402.62             7641.46             7807.875            7232.005            7293.413            7337.585            7354.631            7518.26            -166.4146 
 402.52             7793.5              7864.057            7231.733            7296.645            7344.895            7365.384            7552.334           -70.55713 
 402.42             7817.61             7927.002            7231.36             7300.079            7352.933            7377.572            7590.499           -109.3921 
 402.32             8197.13             7997.477            7230.971            7303.836            7361.917            7391.606            7633.032            199.6528 
 402.22             7845.84             8075.869            7230.33             7307.722            7371.755            7407.664            7679.718           -230.0293 
 402.12             8239.25             8163.273            7229.922            7312.269            7383.112            7426.792            7730.865            75.97705 
 402.02             8609.91             8259.746            7229.252            7317.036            7395.71             7449.261            7785.496            350.1641 
 401.92             8702.03             8365.73             7228.336            7322.102            7409.826            7476.119            7842.691            336.2998 
 401.82             8477.8              8481.803            7227.357            7327.728            7425.982            7508.983            7901.181           -4.00293 
 401.72             8357.58             8608.342            7226.528            7334.216            7444.809            7549.943            7958.958           -250.7617 
 401.62             8578.47             8745.422            7225.777            7341.602            7466.784            7601.367            8013               -166.9521 
 401.52             8658.98             8893.14             7224.88             7349.793            7492.417            7666.067            8059.502           -234.1592 
 401.42             8868.05             9052.49             7223.928            7359.042            7522.791            7747.719            8094.722           -184.4404 
 401.32             9405.72             9225.709            7222.837            7369.479            7559.225            7850.334            8115.181            180.0107 
 401.22             9500.05             9416.665            7221.388            7381.146            7603.413            7977.88             8118.39             83.38477 
 401.12             9714.56             9632.002            7219.876            7394.679            7658.281            8134.536            8104.133            82.55762 
 401.02             10078.9             9879.727            7218.221            7410.439            7727.272            8322.969            8073.708            199.1738 
 400.92             10313.1             10167.82            7216.322            7428.894            7814.813            8543.164            8029.921            145.2754 
 400.82             10769.9             10501.63            7214.267            7450.871            7926.665            8790.36             7976.531            268.2725 
 400.72             10701.2             10878.05            7211.907            7477.147            8069.225            9050.219            7917.18            -176.8486 
 400.62             11041.4             11281.33            7209.592            7509.213            8249.974            9295.381            7855.533           -239.9248 
 400.52             11900.4             11680.57            7207.049            7548.179            8475.638            9483.977            7793.921            219.833 
 400.42             12152.6             12039.92            7203.934            7595.297            8751.41             9571.143            7733.871            112.6797 
 400.32             12156.5             12339.85            7200.65             7652.82             9079.932            9532.092            7676.956           -183.3486 
 400.22             12713.9             12587.89            7197.361            7722.861            9455.777            9377.284            7624.052            126.0098 
 400.12             12812.1             12805.1             7193.7              7807.051            9858.724            9145.303            7575.119            7.003906 
 400.02             12879.5             12996.14            7189.972            7907.572            10246.41            8881.54             7530.529           -116.6387 
 399.92             13250.8             13128.51            7186.196            8025.905            10550.58            8620.405            7490.21             122.293 
 399.82             13214.6             13145.71            7182.171            8162.649            10694.65            8381.203            7453.723            68.88574 
 399.72             12929.1             13010.51            7178.168            8317.343            10633.86            8172.737            7421.067           -81.40625 
 399.62             12597.6             12739.19            7174.352            8487.01             10386.26            7996.886            7392.085           -141.5869 
 399.52             12699.9             12390.29            7170.752            8664.669            10019.56            7851.846            7366.466            309.6123 
 399.42             12235.1             12023.18            7167.083            8837.583            9609.415            7733.85             7343.588            211.915 
 399.32             11681.1             11670.08            7163.72             8987.947            9210.746            7639.063            7323.482            11.02344 
 399.22             11067.9             11334.01            7160.722            9093.844            8853.01             7563.42             7305.901           -266.1074 
 399.12             10887.7             11002.54            7158.129            9135.911            8547.283            7503.136            7290.596           -114.8369 
 399.02             10349.1             10663.59            7155.654            9104.895            8294.02             7454.622            7277.017           -314.4902 
 398.92             10305.6             10316.01            7153.535            9006.871            8089.146            7415.425            7265.173           -10.41113 
 398.82             10069.8             9968.078            7151.443            8859.167            7925.643            7383.074            7254.526            101.7217 
 398.72             9851.49             9633.076            7149.507            8683.948            7796.52             7356.096            7245.032            218.4141 
 398.62             9140.4              9322.193            7147.713            8500.641            7694.879            7333.285            7236.529           -181.793 
 398.52             9304.51             9042.415            7146.391            8323.314            7614.964            7314.09             7229.22             262.0947 
 398.42             8942.54             8795.537            7144.959            8159.535            7551.166            7297.292            7222.42             147.0029 
 398.32             8679.09             8581.086            7143.766            8013.424            7499.814            7282.758            7216.386            98.00391 
 398.22             8613.17             8396.77             7142.747            7886.11             7457.849            7270.068            7210.984            216.4004 
 398.12             8339.68             8239.426            7141.771            7776.986            7422.917            7258.817            7206.021            100.2539 
 398.02             8316.42             8105.948            7140.976            7684.821            7393.545            7248.926            7201.583            210.4722 
 397.92             8089.24             7993.008            7140.196            7607.653            7368.418            7240.058            7197.467            96.23242 
 397.82             7809.57             7897.662            7139.566            7543.582            7346.81             7232.201            7193.769           -88.09229 
 397.72             7693.81             7817.23             7139.122            7490.686            7328.14             7225.274            7190.495           -123.4199 
 397.62             7776.16             7749.148            7138.753            7446.999            7311.825            7219.072            7187.512            27.01221 
 397.52             7445.72             7691.149            7138.331            7410.727            7297.365            7213.382            7184.667           -245.4292 
 397.42             7442.21             7641.703            7138.126            7380.716            7284.744            7208.406            7182.216           -199.4932 
 397.32             7485.26             7599.054            7137.925            7355.537            7273.5              7203.868            7179.923           -113.7944 
 397.22             7166.41             7561.955            7137.694            7334.194            7263.413            7199.686            7177.745           -395.5449 
 397.12             7308.21             7529.654            7137.675            7316.155            7254.56             7196.057            7175.908           -221.4443 
 397.02             7299.09             7501.056            7137.562            7300.509            7246.5              7192.637            7174.096           -201.9658 
 396.92             6972.16             7475.643            7137.455            7286.891            7239.223            7189.495            7172.4             -503.4829 
 396.82             7439.37             7453.116            7137.564            7275.142            7232.838            7186.81             7171.02            -13.74609 
 396.72             7225.66             7432.562            7137.364            7264.459            7226.739            7184.033            7169.422           -206.9014 
 396.62             7017.46             7414.114            7137.306            7255.078            7221.308            7181.594            7168.051           -396.6538 
 396.52             7054.62             7397.508            7137.385            7246.82             7216.481            7179.468            7166.895           -342.8882 
 396.42             7223.09             7382.376            7137.44             7239.387            7212.044            7177.479            7165.787           -159.2866 
 396.32             7248.01             7368.442            7137.383            7232.573            7207.864            7175.521            7164.634           -120.4321 
 396.22             7362.64             7355.655            7137.31             7226.384            7203.997            7173.679            7163.525            6.984863 
 396.12             7236.58             7343.826            7137.16             7220.681            7200.35             7171.879            7162.397           -107.2461 
 396.02             7035.71             7333.006            7137.094            7215.557            7197.052            7170.272            7161.407           -297.2964 
 395.92             6941.79             7323.15             7137.162            7211.007            7194.129            7168.899            7160.599           -381.3604 
 395.82             7303.34             7314.099            7137.292            7206.909            7191.485            7167.68             7159.9             -10.75879 
 395.72             6883.73             7305.478            7137.181            7202.918            7188.796            7166.304            7159.003           -421.7476 
 395.62             6854.94             7297.743            7137.349            7199.518            7186.565            7165.283            7158.424           -442.8027 
 395.52             7271.11             7290.577            7137.537            7196.416            7184.516            7164.353            7157.902           -19.46729 
 395.42             7144.28             7283.638            7137.448            7193.29             7182.34             7163.213            7157.14            -139.3584 
 395.32             7099.77             7277.234            7137.443            7190.474            7180.382            7162.216            7156.493           -177.4644 
 395.22             7039.1              7271.278            7137.469            7187.892            7178.579            7161.306            7155.907           -232.1777 
 395.12             6921.16             7265.741            7137.534            7185.536            7176.929            7160.487            7155.39            -344.5806 
 395.02             7031.71             7260.63             7137.677            7183.427            7175.462            7159.794            7154.978           -228.9199 
 394.92             6977.55             7255.768            7137.748            7181.399            7174.02             7159.074            7154.518           -278.2183 
 394.82             6943.49             7251.234            7137.854            7179.547            7172.701            7158.431            7154.118           -307.7437 
 394.72             7500.82             7246.994            7137.983            7177.845            7171.487            7157.849            7153.763            253.8257 
 394.62             7291.9              7242.634            7137.742            7175.89             7169.979            7156.933            7153.059            49.26611 
 394.52             7367.56             7238.645            7137.64             7174.181            7168.68             7156.19             7152.514            128.9155 
 394.42             7180.17             7234.82             7137.487            7172.521            7167.396            7155.428            7151.938           -54.6499 
 394.32             7086.18             7231.316            7137.459            7171.075            7166.296            7154.819            7151.503           -145.1362 
 394.22             7253.93             7228.06             7137.493            7169.776            7165.315            7154.301            7151.147            25.87012 
 394.12             6835.67             7224.864            7137.416            7168.442            7164.276            7153.697            7150.697           -389.1943 
 394.02             6995.5              7222.105            7137.616            7167.458            7163.563            7153.395            7150.538           -226.605 
 393.92             6960.16             7219.391            7137.71             7166.434            7162.79             7153.01             7150.288           -259.2305 
 393.82             7256.16             7216.837            7137.828            7165.495            7162.083            7152.669            7150.075            39.32275 
 393.72             7101.31             7214.217            7137.75             7164.416            7161.219            7152.153            7149.678           -112.9067 
 393.62             7419.53             7211.822            7137.774            7163.493            7160.496            7151.758            7149.397            207.7075 
 393.52             7206.73             7209.329            7137.587            7162.408            7159.596            7151.17             7148.916           -2.599121 
 393.42             7280.7              7207.085            7137.541            7161.51             7158.871            7150.741            7148.586            73.61523 
 393.32             7373.31             7204.892            7137.446            7160.606            7158.126            7150.278            7148.218            168.4185 
 393.22             7247.85             7202.731            7137.29             7159.681            7157.351            7149.769            7147.799            45.11865 
 393.12             7154.9              7200.742            7137.216            7158.876            7156.685            7149.357            7147.472           -45.84229 
 393.02             7350.27             7198.898            7137.205            7158.168            7156.107            7149.021            7147.216            151.3716 
 392.92             7298.02             7197.004            7137.063            7157.364            7155.423            7148.567            7146.839            101.0161 
 392.82             7251.22             7195.217            7136.956            7156.624            7154.797            7148.16             7146.504            56.00342 
 392.72             7016.9              7193.532            7136.88             7155.945            7154.224            7147.796            7146.208           -176.6323 
 392.62             7136.96             7192.069            7136.96             7155.448            7153.826            7147.599            7146.076           -55.10889 
