B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 406.11             7272.18             7070.77             6998.55             7015.247            7018.301            7016.584            7016.287            201.4106 
 406.01             7250.32             7072.696            6998.003            7015.185            7018.391            7016.682            7016.449            177.6235 
 405.91             7318.82             7074.797            6997.499            7015.187            7018.553            7016.857            7016.696            244.0229 
 405.81             7223.83             7076.9              6996.857            7015.074            7018.612            7016.933            7016.853            146.9297 
 405.71             7147.32             7079.341            6996.404            7015.173            7018.895            7017.237            7017.248            67.97852 
 405.61             7126.06             7082.097            6996.103            7015.45             7019.367            7017.737            7017.85             43.96338 
 405.51             7233.09             7085.065            6995.843            7015.795            7019.921            7018.325            7018.552            148.0244 
 405.41             7402.87             7088.009            6995.369            7015.955            7020.305            7018.75             7019.105            314.8608 
 405.31             7245.97             7090.814            6994.555            7015.806            7020.395            7018.889            7019.389            155.1558 
 405.21             7360.56             7094.15             6994.053            7016                7020.847            7019.399            7020.062            266.4097 
 405.11             7185.71             7097.493            6993.32             7016                7021.123            7019.744            7020.587            88.2168 
 405.01             7106.37             7101.438            6992.936            7016.384            7021.803            7020.506            7021.554            4.931641 
 404.91             7496.71             7105.823            6992.709            7016.966            7022.704            7021.502            7022.779            390.8872 
 404.81             7130.82             7109.73             6991.703            7016.81             7022.892            7021.8              7023.336            21.08936 
 404.71             7158.15             7114.698            6991.425            7017.428            7023.881            7022.917            7024.746            43.45215 
 404.61             7040.99             7119.972            6991.091            7018.039            7024.894            7024.078            7026.235           -78.98145 
 404.51             7003.89             7125.875            6990.992            7018.936            7026.224            7025.58             7028.11            -121.9844 
 404.41             6759.49             7132.287            6990.966            7019.962            7027.721            7027.275            7030.226           -372.7969 
 404.31             7167.76             7139.668            6991.429            7021.538            7029.808            7029.59             7033.019            28.0918 
 404.21             7133.7              7146.761            6991.076            7022.363            7031.188            7031.233            7035.206           -13.06104 
 404.11             7240.78             7154.508            6990.792            7023.326            7032.755            7033.104            7037.697            86.27197 
 404.01             7049.93             7162.686            6990.292            7024.149            7034.237            7034.936            7040.239           -112.7554 
 403.91             7303.57             7171.971            6990.173            7025.436            7036.244            7037.346            7043.465            131.5986 
 403.81             7220.15             7181.561            6989.547            7026.304            7037.9              7039.467            7046.53             38.58936 
 403.71             7171.07             7192.227            6989.086            7027.433            7039.895            7041.999            7050.159           -21.15723 
 403.61             7144                7204.024            6988.723            7028.764            7042.177            7044.901            7054.35            -60.02393 
 403.51             7161.02             7217.048            6988.412            7030.262            7044.722            7048.165            7059.136           -56.02783 
 403.41             7291.45             7231.392            6988.067            7031.85             7047.466            7051.743            7064.535            60.05859 
 403.31             7436.56             7247.035            6987.461            7033.313            7050.209            7055.454            7070.444            189.5249 
 403.21             7138.22             7264.201            6986.564            7034.633            7052.948            7059.321            7076.991           -125.981 
 403.11             7185.34             7284.088            6986.261            7036.711            7056.605            7064.293            7085.262           -98.74854 
 403.01             7378.36             7306.372            6985.863            7038.872            7060.527            7069.755            7094.808            71.98828 
 402.91             7413.8              7331.226            6985.079            7040.846            7064.47             7075.505            7105.642            82.57422 
 402.81             7265.5              7359.494            6984.223            7042.965            7068.798            7081.963            7118.436           -93.99414 
 402.71             7337.5              7392.179            6983.661            7045.621            7073.94             7089.623            7133.978           -54.6792 
 402.61             7391.44             7429.577            6982.954            7048.399            7079.526            7098.2              7152.314           -38.13721 
 402.51             7522.87             7472.558            6982.138            7051.367            7085.672            7107.92             7174.014            50.31201 
 402.41             7592.13             7521.951            6981.058            7054.403            7092.324            7118.875            7199.521            70.1792 
 402.31             7271.12             7578.946            6979.837            7057.671            7099.722            7131.502            7229.563           -307.8262 
 402.21             7612.77             7645.521            6979.255            7061.996            7108.78             7146.991            7265.518           -32.75098 
 402.11             7888.8              7721.675            6977.989            7066.108            7118.344            7164.579            7306.612            167.125 
 402.01             7946.17             7808.965            6976.17             7070.197            7128.74             7185.152            7353.386            137.2051 
 401.91             8098.34             7909.457            6974.232            7074.772            7140.658            7210.21             7406.512            188.8833 
 401.81             7786.39             8024.6              6971.986            7079.728            7154.216            7240.998            7465.617           -238.2095 
 401.71             8318.76             8156.965            6970.359            7086.09             7170.735            7280.367            7530.851            161.7949 
 401.61             8331.8              8306.307            6967.666            7092.296            7189.047            7329.14             7598.82             25.49316 
 401.51             8538.39             8474.572            6964.94             7099.526            7210.872            7391.463            7667.532            63.81738 
 401.41             8553.26             8661.744            6961.797            7107.584            7236.785            7470.716            7732.05            -108.4844 
 401.31             8874.44             8867.783            6958.618            7117.083            7268.475            7571.428            7786.652            6.657227 
 401.21             9082.23             9091.73             6954.791            7127.71             7307.144            7697.277            7823.971           -9.5 
 401.11             9144.61             9334.749            6950.54             7140.079            7355.498            7852.354            7838.438           -190.1387 
 401.01             9698.56             9600.418            6946.157            7154.982            7417.108            8039.377            7827.423            98.1416 
 400.91             9894.41             9893.283            6940.659            7172.107            7495.27             8256.885            7790.998            1.126953 
 400.81             10474.7             10217.97            6934.758            7193.015            7595.875            8498.848            7734.502            256.7344 
 400.71             10573.8             10569.97            6927.686            7218.023            7724.155            8747.147            7663.699            3.831055 
 400.61             10956               10932.35            6920.402            7249.443            7887.513            8970.485            7586.112            23.65332 
 400.51             11232.2             11272.61            6912.34             7288.332            8091.502            9123.236            7506.556           -40.40625 
 400.41             11707.7             11559.62            6903.71             7336.851            8341.21             9163.74             7428.948            148.0811 
 400.31             11565.7             11783.76            6894.113            7396.758            8637.341            9076.803            7355.2             -218.0625 
 400.21             11671.2             11966.23            6884.78             7471.625            8974.796            8886.429            7287.722           -295.0303 
 400.11             12273.9             12133.89            6875.218            7563.328            9332.848            8636.917            7226.448            140.0137 
 400.01             12515.7             12289.18            6864.433            7673.02             9668.821            8370.288            7170.349            226.5205 
 399.91             12626.9             12399.19            6853.143            7803.166            9919.909            8115.762            7119.78             227.7129 
 399.81             12378.7             12411.33            6841.608            7954.605            10018.9             7888.133            7074.514           -32.62988 
 399.71             12168.5             12295.45            6830.547            8126.724            9932.611            7693.065            7034.689           -126.9492 
 399.61             11962.4             12069.31            6819.883            8314.771            9684.41             7530.159            6999.619           -106.9102 
 399.51             11629.9             11783.53            6809.609            8508.796            9338.338            7396.52             6968.703           -153.6289 
 399.41             11639.2             11483.46            6799.98             8692.365            8961.115            7288.3              6941.618            155.7422 
 399.31             11442.4             11186.37            6790.313            8841.143            8598.432            7200.558            6917.174            256.0313 
 399.21             10845.9             10886.02            6781.019            8929.562            8274.563            7129.62             6895.332           -40.11914 
 399.11             10477.8             10568.31            6772.898            8939.039            7998.776            7072.686            6876.5             -90.50684 
 399.01             10124.9             10225.7             6765.497            8865.371            7770.597            7026.324            6859.9             -100.8027 
 398.91             9840.07             9864.851            6758.785            8722.262            7585.605            6988.112            6845.228           -24.78027 
 398.81             9256.53             9502.174            6752.63             8534.094            7437.716            6956.123            6832.131           -245.6436 
 398.71             9410.53             9155.701            6747.627            8326.872            7321.066            6929.615            6821.031            254.8291 
 398.61             8669.47             8836.539            6742.308            8118.948            7228.061            6906.138            6810.316           -167.0693 
 398.51             8704.17             8552.953            6738.458            7924.754            7155.136            6886.774            6801.663            151.2168 
 398.41             8295.68             8304.76             6734.531            7749.202            7096.272            6869.447            6793.431           -9.080078 
 398.31             8442.88             8091.511            6731.412            7595.75             7048.902            6854.66             6786.436            351.3687 
 398.21             8006.33             7909.17             6727.993            7463.344            7009.286            6841.008            6779.512            97.15967 
 398.11             7885.49             7755.376            6725.439            7351.833            6976.656            6829.429            6773.774            130.1143 
 398.01             7333.36             7625.89             6723.122            7258.588            6948.995            6819.113            6768.558           -292.5298 
 397.91             7660.98             7517.978            6721.902            7182.09             6926.137            6810.768            6764.689            143.0024 
 397.81             7613.18             7426.671            6720.026            7118.243            6905.602            6802.521            6760.385            186.5093 
 397.71             7368.42             7349.793            6718.242            7065.542            6887.591            6795.017            6756.371            18.62695 
 397.61             7230.74             7285.184            6716.943            7022.348            6872.082            6788.565            6753.019           -54.44336 
 397.51             7367.85             7230.473            6715.917            6986.7              6858.542            6782.884            6750.099            137.3774 
 397.41             7005.02             7183.276            6714.614            6956.56             6846.155            6777.359            6747.045           -178.2559 
 397.31             6831.57             7143.142            6714.034            6931.745            6835.716            6772.939            6744.843           -311.5718 
 397.21             6975.02             7108.52             6713.799            6910.935            6826.676            6769.204            6743.104           -133.4995 
 397.11             7190.32             7077.851            6713.278            6892.761            6818.258            6765.481            6741.184            112.4692 
 397.01             7231.74             7050.27             6712.325            6876.518            6810.201            6761.596            6738.929            181.4707 
 396.91             6829.91             7025.536            6711.287            6862.11             6802.747            6757.863            6736.677           -195.6255 
 396.81             6850.98             7004.091            6711.05             6850.094            6796.697            6755.144            6735.306           -153.1113 
 396.71             7215.6              6984.734            6710.771            6839.369            6791.136            6752.574            6733.967            230.8657 
 396.61             6686.24             6966.487            6709.762            6829.044            6785.316            6749.448            6731.965           -280.2466 
 396.51             6736.66             6950.9              6709.809            6820.745            6780.967            6747.534            6731.082           -214.2402 
 396.41             6779.14             6936.612            6709.755            6813.178            6776.887            6745.66             6730.153           -157.4717 
 396.31             6970.11             6923.475            6709.617            6806.253            6773.051            6743.829            6729.192            46.63525 
 396.21             6827.62             6911.053            6709.096            6799.583            6769.128            6741.731            6727.898           -83.43262 
 396.11             6654.36             6899.888            6708.859            6793.757            6765.753            6740.024            6726.932           -245.5283 
 396.01             6613.06             6889.944            6708.968            6788.773            6762.963            6738.759            6726.354           -276.8843 
 395.91             6615.84             6880.86             6709.16             6784.31             6760.47             6737.666            6725.896           -265.0205 
 395.81             6818.41             6872.472            6709.347            6780.231            6758.166            6736.647            6725.468           -54.06201 
 395.71             6699.63             6864.311            6709.128            6776.096            6755.632            6735.299            6724.668           -164.6807 
 395.61             6942.65             6856.958            6709.147            6772.51             6753.496            6734.257            6724.137            85.69189 
 395.51             7022.98             6849.639            6708.681            6768.72             6751.021            6732.792            6723.149            173.3413 
 395.41             6988.65             6842.625            6708.053            6765.02             6748.517            6731.224            6722.025            146.0244 
 395.31             6925                6836.108            6707.493            6761.614            6746.201            6729.776            6720.995            88.89209 
 395.21             6845.8              6830.106            6707.058            6758.541            6744.123            6728.505            6720.113            15.69336 
 395.11             7049.71             6824.618            6706.781            6755.811            6742.303            6727.437            6719.41             225.0923 
 395.01             6780                6819.05             6706.096            6752.843            6740.17             6726.004            6718.319           -39.0498 
 394.91             6938.59             6814.318            6705.948            6750.567            6738.661            6725.148            6717.786            124.272 
 394.81             6819.79             6809.544            6705.483            6748.115            6736.915            6724.012            6716.953            10.24609 
 394.71             6870.27             6805.26             6705.255            6746.028            6735.478            6723.146            6716.373            65.00977 
 394.61             6705.15             6801.11             6704.925            6743.958            6734.008            6722.212            6715.708           -95.96045 
 394.51             6860.86             6797.506            6704.925            6742.326            6732.931            6721.637            6715.387            63.354 
 394.41             6831.38             6793.79             6704.613            6740.481            6731.6              6720.779            6714.769            37.59033 
 394.31             6617.13             6790.318            6704.36             6738.788            6730.383            6720.006            6714.222           -173.1885 
 394.21             6660.34             6787.446            6704.535            6737.605            6729.644            6719.685            6714.116           -127.1064 
 394.11             6702.51             6784.647            6704.623            6736.415            6728.865            6719.3              6713.934           -82.13721 
 394.01             6619.75             6781.915            6704.627            6735.214            6728.047            6718.854            6713.681           -162.165 
 393.91             6786.5              6779.486            6704.796            6734.244            6727.435            6718.593            6713.603            7.01416 
 393.81             6759.66             6776.855            6704.633            6733.004            6726.529            6718.019            6713.202           -17.19482 
 393.71             6943.04             6774.397            6704.523            6731.875            6725.712            6717.516            6712.864            168.6431 
 393.61             6760.44             6771.687            6704.047            6730.433            6724.562            6716.664            6712.168           -11.24658 
 393.51             6579.42             6769.445            6703.934            6729.405            6723.807            6716.19             6711.845           -190.0254 
 393.41             6799.33             6767.666            6704.183            6728.785            6723.444            6716.095            6711.892            31.66406 
 393.31             6841.74             6765.54             6703.993            6727.769            6722.668            6715.574            6711.506            76.20068 
 393.21             7014.64             6763.417            6703.718            6726.709            6721.835            6714.982            6711.043            251.2236 
 393.11             6902.86             6761.03             6703.097            6725.342            6720.68             6714.057            6710.242            141.8296 
 393.01             6842.95             6758.944            6702.697            6724.231            6719.771            6713.365            6709.668            84.00635 
 392.91             6799.84             6757.049            6702.417            6723.274            6719.001            6712.805            6709.221            42.79102 
 392.81             6814.79             6755.308            6702.223            6722.433            6718.339            6712.34             6708.864            59.48193 
 392.71             6675.97             6753.603            6701.998            6721.592            6717.666            6711.856            6708.483           -77.63232 
 392.61             6702.05             6752.235            6702.05             6721.054            6717.287            6711.659            6708.384           -50.18506 
