B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 394.32             7783.45             7546.782            7450.578            7484.533            7471.101            7468.462            7474.421            236.668 
 394.22             7549.05             7544.61             7451.753            7484.294            7471.549            7469.062            7474.965            4.439941 
 394.12             7807.91             7542.611            7452.928            7484.142            7472.034            7469.688            7475.532            265.2988 
 394.02             7964.42             7540.778            7454.104            7484.068            7472.555            7470.341            7476.124            423.6421 
 393.92             7640.46             7539.095            7455.278            7484.067            7473.108            7471.018            7476.737            101.3647 
 393.82             7540.5              7537.555            7456.454            7484.134            7473.693            7471.717            7477.372            2.945313 
 393.72             7654.39             7536.146            7457.629            7484.263            7474.306            7472.437            7478.026            118.2446 
 393.62             7756.23             7534.86             7458.804            7484.45             7474.946            7473.177            7478.699            221.3696 
 393.52             7732.08             7533.691            7459.979            7484.69             7475.611            7473.936            7479.391            198.3887 
 393.42             7289.26             7532.631            7461.154            7484.98             7476.301            7474.713            7480.1             -243.3716 
 393.32             7817.91             7531.672            7462.329            7485.317            7477.012            7475.506            7480.825            286.2378 
 393.22             7933.2              7530.809            7463.504            7485.696            7477.744            7476.316            7481.566            402.3911 
 393.12             7756.11             7530.036            7464.679            7486.116            7478.496            7477.14             7482.322            226.0737 
 393.02             7525.54             7529.348            7465.854            7486.574            7479.267            7477.979            7483.092           -3.807617 
 392.92             7704.37             7528.739            7467.03             7487.067            7480.055            7478.831            7483.876            175.6309 
 392.82             7996.93             7528.206            7468.205            7487.593            7480.859            7479.695            7484.673            468.7246 
 392.72             7469.38             7527.744            7469.38             7488.15             7481.679            7480.572            7485.482           -58.36377 
