B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 406.45             7846.1              7760.765            7692.497            7703.901            7710.144            7714.158            7710.053            85.33545 
 406.35             7605                7762.562            7692.138            7703.855            7710.32             7714.526            7710.275           -157.562 
 406.25             7846.92             7765.026            7692.342            7704.384            7711.084            7715.495            7711.088            81.89404 
 406.15             7772.37             7767.036            7691.98             7704.363            7711.309            7715.938            7711.368            5.334473 
 406.05             7632.49             7769.337            7691.792            7704.529            7711.735            7716.596            7711.854           -136.8472 
 405.95             7865.5              7772.09             7691.931            7705.037            7712.518            7717.626            7712.703            93.40967 
 405.85             7778.42             7774.435            7691.525            7705.018            7712.787            7718.161            7713.045            3.985352 
 405.75             7700.29             7777.125            7691.322            7705.217            7713.293            7718.951            7713.63            -76.83496 
 405.65             7850.86             7780.152            7691.301            7705.618            7714.017            7719.979            7714.442            70.70752 
 405.55             7824.09             7782.994            7690.928            7705.686            7714.428            7720.716            7714.949            41.09619 
 405.45             7726.66             7786.073            7690.617            7705.836            7714.941            7721.58             7715.568           -59.41309 
 405.35             7838.34             7789.572            7690.533            7706.235            7715.726            7722.741            7716.469            48.76807 
 405.25             7691.44             7793.016            7690.188            7706.396            7716.296            7723.717            7717.168           -101.5757 
 405.15             7726.65             7797.023            7690.185            7706.925            7717.26             7725.118            7718.273           -70.37305 
 405.05             7884.92             7801.188            7690.099            7707.398            7718.196            7726.526            7719.365            83.73242 
 404.95             7600.42             7805.24             7689.644            7707.529            7718.82             7727.661            7720.162           -204.8198 
 404.85             7796.18             7810.238            7689.853            7708.354            7720.171            7729.565            7721.705           -14.05762 
 404.75             7800.58             7815.083            7689.604            7708.754            7721.134            7731.128            7722.878           -14.50244 
 404.65             7784.05             7820.247            7689.345            7709.179            7722.16             7732.805            7724.138           -36.19727 
 404.55             7505.22             7825.808            7689.123            7709.678            7723.303            7734.657            7725.54            -320.5879 
 404.45             8058.4              7832.411            7689.553            7710.867            7725.183            7737.311            7727.708            225.9888 
 404.35             7769.64             7838.152            7688.691            7710.809            7725.867            7738.839            7728.711           -68.51221 
 404.25             7600.3              7845.035            7688.501            7711.469            7727.325            7741.221            7730.525           -244.7354 
 404.15             7544.13             7852.827            7688.708            7712.574            7729.29             7744.199            7732.888           -308.6973 
 404.05             7653.87             7861.315            7689.046            7713.865            7731.508            7747.531            7735.549           -207.4453 
 403.95             7729.15             7870.167            7689.128            7714.957            7733.603            7750.852            7738.14            -141.0176 
 403.85             7554.56             7879.533            7689.034            7715.936            7735.668            7754.27             7740.761           -324.9727 
 403.75             8102.67             7890.067            7689.349            7717.392            7738.302            7758.4              7744.019            212.6025 
 403.65             7837.26             7900.164            7688.383            7717.64             7739.832            7761.59             7746.25            -62.9043 
 403.55             7412.82             7911.817            7688.035            7718.587            7742.173            7765.777            7749.383           -498.9971 
 403.45             7590.65             7925.505            7688.678            7720.612            7745.72             7771.382            7753.824           -334.855 
 403.35             7613.42             7939.956            7688.907            7722.319            7749.093            7777.056            7758.21            -326.5361 
 403.25             8086.98             7955.671            7689.083            7724.077            7752.677            7783.222            7762.946            131.3086 
 403.15             7830.73             7971.767            7688.153            7724.842            7755.449            7788.902            7767.033           -141.0371 
 403.05             7833.74             7990.146            7687.82             7726.331            7759.149            7795.889            7772.238           -156.4053 
 402.95             8026.39             8010.432            7687.479            7727.948            7763.209            7803.681            7778.031            15.9585 
 402.85             8091.73             8032.478            7686.687            7729.268            7767.235            7811.97             7784.066            59.25244 
 402.75             7514                8056.919            7685.74             7730.6              7771.576            7821.211            7790.753           -542.9194 
 402.65             7795.39             8085.687            7686.142            7733.467            7777.797            7833.109            7799.739           -290.2969 
 402.55             8022.11             8117.309            7685.886            7735.884            7783.965            7845.917            7809.202           -95.19922 
 402.45             8146.63             8152.575            7685.1              7738                7790.29             7860.088            7819.497           -5.944824 
 402.35             8274.07             8192.602            7684.021            7740.082            7797.115            7876.301            7831.168            81.46875 
 402.25             8200.84             8238.462            7682.642            7742.152            7804.548            7895.104            7844.584           -37.62207 
 402.15             8198.11             8292.006            7681.431            7744.713            7813.203            7917.687            7860.695           -93.89551 
 402.05             8491.12             8354.806            7680.223            7747.645            7823.086            7944.803            7879.941            136.3145 
 401.95             8587.76             8428.283            7678.328            7750.299            7833.711            7976.895            7902.361            159.4766 
 401.85             8559.67             8515.538            7676.202            7753.195            7845.8              8015.835            7929.314            44.13184 
 401.75             8887.19             8619.904            7674.137            7756.687            7859.961            8063.55             7962.117            267.2861 
 401.65             9195.28             8744.085            7671.301            7760.021            7875.774            8121.085            8001.109            451.1953 
 401.55             9121.71             8892.074            7667.739            7763.334            7893.822            8190.532            8047.604            229.6357 
 401.45             9280.53             9068.973            7664.34             7767.623            7915.708            8274.871            8103.792            211.5576 
 401.35             9529.07             9278.79             7660.563            7772.484            7941.894            8375.648            8170.451            250.2803 
 401.25             9710.67             9525.632            7656.195            7777.869            7973.54             8494.331            8248.479            185.0381 
 401.15             10049.3             9813.518            7651.393            7784.135            8012.708            8632.054            8338.799            235.7822 
 401.05             10109.8             10144.69            7645.788            7791.176            8061.649            8788.075            8441.155           -34.8916 
 400.95             10223.9             10519.75            7640.028            7799.975            8124.485            8960.245            8555.133           -295.8525 
 400.85             11063               10934.29            7633.988            7810.865            8205.629            9141.97             8677.792            128.709 
 400.75             11192.2             11374.9             7625.973            7822.754            8308.885            9319.428            8801.75            -182.6982 
 400.65             11452.2             11822.74            7617.637            7838.122            8442.282            9475.844            8919.407           -370.542 
 400.55             12056.8             12249.69            7608.674            7857.775            8612.334            9587.979            9017.622           -192.8887 
 400.45             12422.2             12626.84            7598.276            7882.38             8824.666            9633.612            9081.013           -204.6416 
 400.35             13247.5             12938.22            7587                7914.444            9084.831            9601.996            9097.952            309.2773 
 400.25             13403.3             13184.9             7573.77             7955.311            9392.497            9496.252            9062.148            218.4004 
 400.15             13674.8             13385.55            7560.143            8009.469            9741.57             9335.605            8979.335            289.249 
 400.05             13849.4             13554.88            7545.85             8080.008            10108.53            9142.998            8860.895            294.5176 
 399.95             13491.6             13685.61            7531.116            8170.735            10446.84            8939.747            8721.628           -194.0059 
 399.85             13468.5             13741.54            7517.183            8286.515            10688.64            8742.074            8575.862           -273.043 
 399.75             13491.4             13674.48            7503.272            8429.516            10764               8558.246            8432.537           -183.0801 
 399.65             13770.8             13467.96            7489.275            8601.129            10644.57            8392.509            8297.574            302.8428 
 399.55             13178.1             13157.41            7474.592            8799.196            10362.87            8245.604            8173.521            20.6875 
 399.45             12835.9             12809.05            7461.26             9018.402            9991.626            8119.164            8063.637            26.85156 
 399.35             12438.8             12471.83            7448.697            9241.598            9597.94             8011.115            7967.271           -33.0332 
 399.25             11992.1             12158.75            7437.033            9439.748            9226.519            7919.711            7883.872           -166.6514 
 399.15             12067.8             11849.55            7426.386            9574.223            8899.062            7842.967            7812.461            218.2451 
 399.05             11331.2             11511.22            7415.536            9608.683            8621.039            7777.564            7750.545           -180.0215 
 398.95             11133.5             11128.71            7406.384            9532.575            8393.123            7723.449            7698.716            4.789063 
 398.85             10812.7             10710.62            7397.672            9362.798            8208.847            7677.577            7654.41             102.084 
 398.75             10246.4             10285.41            7389.689            9136.996            8061.998            7638.738            7616.75            -39.01367 
 398.65             9605.82             9882.104            7383.012            8893.285            7946.346            7606.248            7585.261           -276.2842 
 398.55             9958.77             9519.215            7377.815            8658.435            7855.754            7579.259            7559.214            439.5547 
 398.45             9251.21             9202.063            7371.783            8444.729            7782.489            7554.649            7535.543            49.14648 
 398.35             9288.92             8933.15             7367.39             8260.396            7724.577            7534.25             7516.096            355.7695 
 398.25             8665.42             8707.224            7362.898            8104.544            7676.886            7515.842            7498.645           -41.80371 
 398.15             8762.51             8520.625            7359.854            7976.834            7638.411            7500.595            7484.344            241.8848 
 398.05             8696.2              8366.066            7356.575            7872.435            7605.614            7486.537            7471.206            330.1338 
 397.95             8164.95             8238.563            7353.443            7788.146            7577.548            7473.825            7459.375           -73.61328 
 397.85             7984.99             8134.208            7351.547            7721.422            7554.32             7463.362            7449.745           -149.2183 
 397.75             8114.35             8047.944            7350.066            7668.185            7534.416            7454.189            7441.352            66.40625 
 397.65             7799                7975.455            7348.279            7624.878            7516.589            7445.468            7433.356           -176.4546 
 397.55             7782.01             7914.856            7347.226            7590.214            7501.478            7438.141            7426.702           -132.8467 
 397.45             7911.88             7863.155            7346.209            7561.665            7488.072            7431.432            7420.615            48.7251 
 397.35             7730.45             7818.187            7344.887            7537.467            7475.771            7424.925            7414.684           -87.73633 
 397.25             7712.83             7779.324            7343.986            7517.307            7465.101            7419.292            7409.583           -66.49414 
 397.15             7354.94             7745.144            7343.124            7500.024            7455.508            7414.1              7404.884           -390.2041 
 397.05             7538.91             7715.645            7343.096            7485.844            7447.649            7410.1              7401.341           -176.7349 
 396.95             7294.57             7688.955            7342.639            7473.08             7440.143            7405.992            7397.657           -394.3853 
 396.85             7300.87             7665.573            7342.751            7462.402            7433.886            7402.739            7394.798           -364.7026 
 396.75             7202.01             7644.535            7342.849            7452.982            7428.213            7399.729            7392.157           -442.5254 
 396.65             7194.8              7625.774            7343.178            7444.872            7423.297            7397.185            7389.955           -430.9741 
 396.55             7580.28             7608.813            7343.525            7437.699            7418.863            7394.868            7387.958           -28.53271 
 396.45             7348.86             7592.52             7342.972            7430.421            7413.942            7391.841            7385.231           -243.6602 
 396.35             7458.84             7578.14             7342.958            7424.365            7409.925            7389.526            7383.197           -119.3003 
 396.25             7224.3              7564.724            7342.687            7418.648            7405.978            7387.112            7381.046           -340.4243 
 396.15             7377.18             7552.939            7342.963            7414.001            7402.87             7385.389            7379.57            -175.7593 
 396.05             7567.76             7541.767            7342.884            7409.456            7399.669            7383.44             7377.854            25.99268 
 395.95             7234.8              7531.017            7342.358            7404.868            7396.259            7381.166            7375.798           -296.2173 
 395.85             7459.1              7521.818            7342.609            7401.414            7393.838            7379.777            7374.617           -62.71777 
 395.75             7358                7512.795            7342.337            7397.752            7391.085            7377.967            7373.001           -154.7949 
 395.65             7623.32             7504.639            7342.3              7394.608            7388.744            7376.484            7371.704            118.6807 
 395.55             7514.36             7496.436            7341.644            7391.096            7385.941            7374.468            7369.861            17.92383 
 395.45             7339.57             7489.006            7341.24             7388.063            7383.537            7372.784            7368.342           -149.436 
 395.35             7158.36             7482.454            7341.244            7385.639            7381.671            7371.58             7367.295           -324.0942 
 395.25             7404.59             7476.756            7341.671            7383.822            7380.35             7370.868            7366.73            -72.16602 
 395.15             7282.08             7470.877            7341.524            7381.595            7378.564            7369.644            7365.647           -188.7969 
 395.05             7420.82             7465.643            7341.663            7379.803            7377.166            7368.763            7364.9             -44.82275 
 394.95             7366.2              7460.418            7341.478            7377.823            7375.538            7367.613            7363.878           -94.21777 
 394.85             7354.19             7455.622            7341.42             7376.093            7374.123            7366.641            7363.027           -101.4316 
 394.75             7238.08             7451.133            7341.391            7374.502            7372.814            7365.743            7362.245           -213.0527 
 394.65             7557.05             7447.173            7341.632            7373.286            7371.851            7365.161            7361.772            109.8765 
 394.55             7516                7442.707            7341.128            7371.418            7370.209            7363.875            7360.59             73.29297 
 394.45             7285.76             7438.557            7340.72             7369.731            7368.727            7362.721            7359.537           -152.7969 
 394.35             7266.36             7435.147            7340.848            7368.66             7367.839            7362.141            7359.052           -168.7876 
 394.25             7221.3              7431.973            7341.022            7367.707            7367.051            7361.64             7358.643           -210.6729 
 394.15             7202.13             7429.081            7341.302            7366.927            7366.419            7361.276            7358.366           -226.9512 
 394.05             7570.65             7426.398            7341.627            7366.253            7365.879            7360.987            7358.161            144.252 
 393.95             7474.06             7423.008            7341.092            7364.777            7364.523            7359.865            7357.12             51.05176 
 393.85             7248.7              7419.984            7340.781            7363.577            7363.432            7358.994            7356.325           -171.2842 
 393.75             7325.59             7417.619            7340.997            7362.952            7362.905            7358.673            7356.078           -92.0293 
 393.65             7291.47             7415.201            7341.033            7362.194            7362.235            7358.197            7355.672           -123.7305 
 393.55             7203.61             7412.978            7341.148            7361.557            7361.678            7357.822            7355.366           -209.3682 
 393.45             7469.75             7411.071            7341.47             7361.166            7361.359            7357.674            7355.282            58.67871 
 393.35             7478.77             7408.646            7341.17             7360.189            7360.447            7356.924            7354.595            70.12451 
 393.25             7336.4              7406.293            7340.848            7359.226            7359.542            7356.17             7353.901           -69.89355 
 393.15             7604.07             7404.364            7340.859            7358.625            7358.994            7355.766            7353.555            199.7056 
 393.05             7165.35             7401.896            7340.244            7357.43             7357.846            7354.753            7352.598           -236.5454 
 392.95             6956.66             7400.531            7340.652            7357.286            7357.744            7354.78             7352.678           -443.8706 
 392.85             7485.65             7399.73             7341.55             7357.657            7358.153            7355.31             7353.26             85.91943 
 392.75             7288.81             7397.767            7341.213            7356.818            7357.349            7354.62             7352.619           -108.9565 
 392.65             7420.07             7396.33             7341.335            7356.461            7357.022            7354.402            7352.45             23.74023 
 392.55             7200.64             7394.651            7341.151            7355.82             7356.409            7353.891            7351.985           -194.0107 
 392.45             7341.48             7393.545            7341.48             7355.712            7356.325            7353.905            7352.043           -52.06494 
