B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              difference
 407.22             8528.79             8048.19             7984.511            7997.121            7996.472            7998.193            8009.936            480.6001 
 407.12             8414.95             8049.891            7984.306            7997.223            7996.596            7998.396            8010.593            365.0596 
 407.02             8587.58             8051.722            7984.144            7997.38             7996.776            7998.66             8011.336            535.8584 
 406.92             8547.62             8053.58             7983.917            7997.485            7996.905            7998.877            8012.062            494.0405 
 406.82             8564.85             8055.552            7983.704            7997.616            7997.065            7999.131            8012.852            509.2974 
 406.72             8526.71             8057.623            7983.485            7997.754            7997.234            7999.4              8013.69             469.0869 
 406.62             8736.85             8059.821            7983.281            7997.921            7997.435            7999.708            8014.6              677.0283 
 406.52             8537.28             8062.06             7982.997            7998.022            7997.575            7999.96             8015.493            475.2207 
 406.42             8808.45             8064.5              7982.789            7998.215            7997.809            8000.315            8016.527            743.9502 
 406.32             8524.97             8066.975            7982.478            7998.321            7997.961            8000.596            8017.53             457.9946 
 406.22             8719.73             8069.704            7982.273            7998.551            7998.242            8001.013            8018.717            650.0269 
 406.12             8741.89             8072.515            7981.996            7998.726            7998.472            8001.39             8019.914            669.3745 
 406.02             8687.67             8075.487            7981.71             7998.911            7998.719            8001.793            8021.193            612.1831 
 405.92             8829.23             8078.657            7981.444            7999.136            7999.011            8002.254            8022.587            750.5732 
 405.82             8791.92             8081.971            7981.125            7999.33             7999.279            8002.701            8024.035            709.9492 
 405.72             8668.29             8085.507            7980.82             7999.561            7999.59             8003.206            8025.61             582.7827 
 405.62             8670.57             8089.316            7980.561            7999.86             7999.979            8003.802            8027.356            581.2544 
 405.52             8259.78             8093.369            7980.301            8000.186            8000.402            8004.448            8029.237            166.4111 
 405.42             8542.73             8097.838            7980.196            8000.691            8001.015            8005.301            8031.418            444.8921 
 405.32             8204.6              8102.491            7979.984            8001.119            8001.562            8006.106            8033.656            102.1084 
 405.22             8284.69             8107.585            7979.899            8001.705            8002.277            8007.102            8036.2              177.105 
 405.12             8475.1              8112.99             7979.785            8002.292            8003.007            8008.135            8038.91             362.1099 
 405.02             8521.04             8118.697            7979.598            8002.842            8003.714            8009.17             8041.765            402.3428 
 404.92             8235.19             8124.797            7979.395            8003.412            8004.456            8010.268            8044.845            110.3936 
 404.82             8231.98             8131.459            7979.298            8004.127            8005.362            8011.562            8048.303            100.521 
 404.72             8453.25             8138.625            7979.203            8004.886            8006.331            8012.951            8052.067            314.6245 
 404.62             8808.06             8146.266            7979.024            8005.606            8007.282            8014.361            8056.091            661.7935 
 404.52             8111.88             8154.398            7978.712            8006.24             8008.171            8015.752            8060.372           -42.51807 
 404.42             8400.27             8163.489            7978.663            8007.188            8009.401            8017.53             8065.358            236.7808 
 404.32             8441.62             8173.262            7978.504            8008.081            8010.606            8019.337            8070.749            268.3584 
 404.22             8370                8183.911            7978.33             8009.018            8011.888            8021.281            8076.713            186.0889 
 404.12             8566.48             8195.6              7978.182            8010.045            8013.298            8023.418            8083.384            370.8809 
 404.02             8437.16             8208.365            7977.96             8011.066            8014.745            8025.668            8090.768            228.7949 
 403.92             8348.74             8222.488            7977.788            8012.21             8016.36             8028.171            8099.11             126.252 
 403.82             8137.26             8238.146            7977.648            8013.466            8018.142            8030.939            8108.544           -100.8867 
 403.72             8298.17             8255.595            7977.588            8014.889            8020.149            8034.042            8119.278            42.5752 
 403.62             8391.62             8274.929            7977.467            8016.343            8022.258            8037.371            8131.358            116.6914 
 403.52             8328.17             8296.445            7977.312            8017.864            8024.51             8040.988            8145.018            31.72461 
 403.42             8467.08             8320.488            7977.179            8019.518            8026.982            8044.989            8160.538            146.5918 
 403.32             8466.6              8347.326            7976.995            8021.239            8029.623            8049.351            8178.098            119.2734 
 403.22             8387.97             8377.355            7976.811            8023.091            8032.51             8054.179            8198.008            10.61426 
 403.12             8589.75             8410.982            7976.656            8025.115            8035.7              8059.566            8220.568            178.7676 
 403.02             8735.79             8448.502            7976.425            8027.219            8039.121            8065.486            8245.951            287.2881 
 402.92             8476.71             8490.338            7976.139            8029.438            8042.832            8072.046            8274.438           -13.62793 
 402.82             8133.94             8537.088            7975.951            8031.944            8047.032            8079.511            8306.454           -403.1479 
 402.72             8630.83             8589.201            7975.891            8034.785            8051.803            8088.041            8342.246            41.62891 
 402.62             8704.88             8646.771            7975.645            8037.667            8056.89             8097.478            8381.669            58.10938 
 402.52             8636.17             8710.34             7975.37             8040.775            8062.524            8108.178            8424.974           -74.16992 
 402.42             8686.84             8780.271            7975.121            8044.187            8068.839            8120.437            8472.172           -93.43066 
 402.32             9017.66             8856.809            7974.854            8047.893            8075.896            8134.535            8523.046            160.8516 
 402.22             8977.83             8939.961            7974.461            8051.821            8083.705            8150.783            8577.035            37.86914 
 402.12             8852.69             9029.845            7974.083            8056.153            8092.551            8169.882            8633.508           -177.1543 
 402.02             8740.83             9126.279            7973.752            8060.968            8102.64             8192.632            8691.297           -385.4492 
 401.92             9293.23             9228.834            7973.463            8066.313            8114.177            8220.065            8748.67             64.39648 
 401.82             9096.34             9336.811            7972.967            8072.005            8127.189            8253.369            8803.146           -240.4707 
 401.72             9692.92             9450                7972.544            8078.4              8142.299            8294.705            8852.227            242.9199 
 401.62             9275.25             9568.018            7971.896            8085.287            8159.656            8346.217            8892.546           -292.7676 
 401.52             9895.8              9692.001            7971.405            8093.152            8180.246            8411.32             8921.499            203.7988 
 401.42             10302.9             9823.648            7970.681            8101.73             8204.498            8493.194            8936.27             479.252 
 401.32             10144               9967.08             7969.803            8111.264            8233.659            8595.991            8935.574            176.9199 
 401.22             10129.3             10128.42            7968.984            8122.16             8269.541            8724.068            8919.604            0.8798828 
 401.12             10306.5             10315.23            7968.171            8134.612            8314.298            8881.193            8889.646           -8.734375 
 401.02             10496.2             10535.78            7967.291            8148.868            8370.814            9069.938            8848.032           -39.5791 
 400.92             11199.3             10797.18            7966.339            8165.329            8442.883            9290.229            8797.757            402.1182 
 400.82             10726.5             11102.47            7965.122            8184.344            8535.054            9536.777            8741.661           -375.9697 
 400.72             11493.8             11446.43            7964.083            8207.037            8653.192            9795.467            8682.978            47.37402 
 400.62             11889.3             11809.48            7962.754            8233.813            8802.67             10037.74            8623.518            79.81738 
 400.52             12308.2             12158.5             7961.275            8265.9              8989.197            10222.09            8565.145            149.6953 
 400.42             12384               12456.33            7959.639            8304.609            9216.844            10304.72            8509.075           -72.33398 
 400.32             12636.4             12682.59            7957.974            8351.678            9486.507            10262.15            8456.185           -46.19434 
 400.22             12842.5             12844.46            7956.212            8408.847            9791.318            10106.06            8406.873           -1.958984 
 400.12             13151               12963.17            7954.373            8478.152            10110.95            9875.821            8361.363            187.835 
 400.02             12891.2             13044.61            7952.417            8561.681            10404.69            9615.85             8319.647           -153.4131 
 399.92             13162.6             13064.55            7950.558            8661.72             10612.86            9359.78             8281.86             98.05273 
 399.82             12833.6             12985.24            7948.596            8780.013            10677.25            9126.153            8247.611           -151.6357 
 399.72             12735.6             12794.63            7946.756            8918.098            10576.63            8923.26             8216.913           -59.0332 
 399.62             12553.7             12525.44            7944.954            9076.18             10342.19            8752.498            8189.427            28.26465 
 399.52             12218.4             12235.14            7943.219            9252.716            10035.19            8611.977            8164.912           -16.73535 
 399.42             11909.7             11972.27            7941.609            9443.016            9712.666            8498.26             8143.156           -62.56934 
 399.32             11907.2             11759.08            7940.115            9637.779            9410.627            8407.154            8123.866            148.1201 
 399.22             11289.2             11592.65            7938.622            9821.314            9146.057            8334.471            8106.67            -303.4453 
 399.12             11628.7             11452.63            7937.361            9972.482            8924.01             8276.668            8091.553            176.0703 
 399.02             11390.2             11310.21            7935.971            10067.51            8742.543            8230.144            8077.928            79.9873 
 398.92             11164.9             11140.38            7934.671            10088.77            8597.346            8192.477            8065.806            24.51563 
 398.82             10707.4             10930.54            7933.455            10031.72            8482.627            8161.563            8054.99            -223.1387 
 398.72             10683.5             10684.25            7932.411            9907.427            8392.724            8135.927            8045.405           -0.7509766 
 398.62             10063.8             10416.05            7931.375            9737.036            8322.16             8114.238            8036.744           -352.2529 
 398.52             10112.2             10143.94            7930.572            9544.052            8266.633            8095.863            8029.106           -31.7373 
 398.42             10003.2             9882.426            7929.751            9347.355            8222.261            8079.929            8022.133            120.7744 
 398.32             9764.15             9640.847            7928.97             9159.666            8186.281            8066.02             8015.791            123.3037 
 398.22             9716.94             9423.999            7928.279            8988.262            8156.684            8053.842            8010.05             292.9414 
 398.12             9302.46             9233.143            7927.606            8836.237            8131.897            8043.053            8004.774            69.31738 
 398.02             9057.18             9067.713            7927.089            8704.377            8110.98             8033.578            8000.046           -10.5332 
 397.92             8824.55             8925.873            7926.663            8591.824            8093.098            8025.185            7995.755           -101.3232 
 397.82             8681.82             8805.161            7926.325            8496.886            8077.668            8017.727            7991.855           -123.3408 
 397.72             8783.43             8703.008            7926.041            8417.555            8064.239            8011.057            7988.281            80.42188 
 397.62             8662.51             8616.736            7925.718            8351.603            8052.391            8004.985            7984.911            45.77344 
 397.52             8257.01             8543.973            7925.44             8297.022            8041.952            7999.516            7981.804           -286.9629 
 397.42             8422.56             8482.609            7925.316            8251.993            8032.826            7994.688            7979.048           -60.0498 
 397.32             8391.98             8430.424            7925.129            8214.552            8024.625            7990.227            7976.407           -38.44336 
 397.22             8510.37             8385.832            7924.953            8183.311            8017.287            7986.155            7973.94             124.5381 
 397.12             8287.42             8347.381            7924.732            8156.988            8010.641            7982.374            7971.576           -59.96094 
 397.02             8165.03             8314.061            7924.596            8134.722            8004.719            7978.977            7969.432           -149.0308 
 396.92             8014.49             8284.928            7924.505            8115.69             7999.403            7975.893            7967.458           -270.4375 
 396.82             8033.29             8259.254            7924.472            8099.278            7994.633            7973.103            7965.655           -225.9639 
 396.72             8187.83             8236.416            7924.431            8084.951            7990.286            7970.521            7963.951           -48.58594 
 396.62             8201.53             8215.914            7924.332            8072.289            7986.262            7968.072            7962.285           -14.38379 
 396.52             7954.72             8197.443            7924.227            8061.058            7982.57             7965.792            7960.704           -242.7231 
 396.42             8069.89             8180.826            7924.216            8051.136            7979.273            7963.764            7959.3             -110.9355 
 396.32             8198.43             8165.68             7924.161            8042.201            7976.199            7961.833            7957.929            32.74951 
 396.22             7884.15             8151.82             7924.058            8034.11             7973.317            7959.984            7956.581           -267.6699 
 396.12             8156.76             8139.251            7924.073            8026.911            7970.769            7958.371            7955.418            17.50879 
 396.02             8235.09             8127.62             7923.985            8020.286            7968.311            7956.763            7954.215            107.4702 
 395.92             8102.85             8116.888            7923.868            8014.228            7965.999            7955.224            7953.04            -14.0376 
 395.82             8030.45             8107.03             7923.8              8008.744            7963.895            7953.824            7951.968           -76.57959 
 395.72             8009.86             8097.941            7923.76             8003.752            7961.961            7952.535            7950.975           -88.08154 
 395.62             8054.57             8089.528            7923.728            7999.183            7960.165            7951.329            7950.036           -34.9585 
 395.52             8027.1              8081.702            7923.679            7994.967            7958.471            7950.177            7949.124           -54.60205 
 395.42             8179.17             8074.434            7923.64             7991.093            7956.896            7949.099            7948.264            104.7363 
 395.32             7965.11             8067.6              7923.543            7987.459            7955.363            7948.023            7947.385           -102.4902 
 395.22             8169.06             8061.298            7923.528            7984.174            7954.001            7947.084            7946.623            107.7617 
 395.12             8068.76             8055.33             7923.436            7981.054            7952.646            7946.119            7945.818            13.42969 
 395.02             7896.4              8049.774            7923.381            7978.19             7951.404            7945.239            7945.084           -153.3745 
 394.92             7888.14             8044.628            7923.391            7975.59             7950.299            7944.468            7944.444           -156.4883 
 394.82             8001.77             8039.799            7923.404            7973.173            7949.261            7943.741            7943.836           -38.02881 
 394.72             8293.41             8035.216            7923.375            7970.877            7948.241            7943.009            7943.212            258.1943 
 394.62             8130.46             8030.79             7923.235            7968.623            7947.167            7942.203            7942.504            99.66992 
 394.52             8137.22             8026.671            7923.157            7966.565            7946.205            7941.492            7941.881            110.5488 
 394.42             8086.6              8022.778            7923.077            7964.632            7945.289            7940.81             7941.278            63.82178 
 394.32             8073.81             8019.114            7923.015            7962.833            7944.436            7940.175            7940.715            54.69629 
 394.22             8236.04             8015.649            7922.958            7961.145            7943.63             7939.572            7940.178            220.3911 
 394.12             8031.49             8012.304            7922.841            7959.492            7942.801            7938.935            7939.599            19.18652 
 394.02             8252.71             8009.204            7922.8              7958.007            7942.085            7938.397            7939.114            243.5059 
 393.92             8013.55             8006.178            7922.675            7956.522            7941.319            7937.799            7938.563            7.37207 
 393.82             7930.69             8003.387            7922.641            7955.204            7940.674            7937.313            7938.12            -72.69678 
 393.72             8081.51             8000.763            7922.638            7953.988            7940.091            7936.877            7937.722            80.74658 
 393.62             8019.17             7998.21             7922.579            7952.781            7939.478            7936.404            7937.283            20.95947 
 393.52             7892.58             7995.799            7922.542            7951.659            7938.914            7935.971            7936.881           -103.2192 
 393.42             7914.68             7993.548            7922.553            7950.643            7938.422            7935.603            7936.541           -78.86816 
 393.32             8304.35             7991.393            7922.556            7949.67             7937.944            7935.243            7936.204            312.9565 
 393.22             7997.04             7989.19             7922.413            7948.602            7937.342            7934.75             7935.733            7.850098 
 393.12             7949.03             7987.194            7922.385            7947.695            7936.875            7934.388            7935.39            -38.16406 
 393.02             7964.13             7985.303            7922.375            7946.849            7936.445            7934.057            7935.075           -21.17334 
 392.92             8019.14             7983.489            7922.359            7946.039            7936.028            7933.733            7934.766            35.65088 
 392.82             7954.97             7981.729            7922.322            7945.245            7935.606            7933.4              7934.445           -26.75928 
 392.72             7922.31             7980.067            7922.31             7944.511            7935.226            7933.103            7934.158           -57.75732 
